Address;Status-Code;Status-Text;Type;Size;Title;Date;Level;Links Out;Links In;Server;Error;Duration;Charset;Description
http://www.gracedart.ca/index.php?page=councils-and-committees;200;ok;text/html;11122;Council and committees - Grace Dart Extended Care Centre;27.05.2022  12:05:01;1;51;23;Apache;;00:00.570;utf-8;
http://www.gracedart.ca/index.php?page=direction;200;ok;text/html;9609;"Direction - Centre de soins prolong&eacute;s Grace Dart";27.05.2022  12:14:04;1;57;22;Apache;;00:00.446;utf-8;
http://www.gracedart.ca/index.php?page=dsi;200;ok;text/html;9986;"Direction des soins infirmiers (DSI) - Centre de soins prolong&eacute;s Grace Dart";27.05.2022  12:05:03;1;49;22;Apache;;00:00.545;utf-8;
http://www.gracedart.ca/index.php?page=dsi-en;200;ok;text/html;8518;Resident care  - Grace Dart Extented Care Centre;27.05.2022  12:05:07;1;41;44;Apache;;00:00.292;utf-8;
http://www.gracedart.ca/index.php?page=ergotherapie;200;ok;text/html;10576;"Service d&#39;ergothérapie - Centre de soins prolong&eacute;s Grace Dart";27.05.2022  12:04:59;1;55;22;Apache;;00:00.346;utf-8;
http://www.gracedart.ca/index.php?page=financial-information;200;ok;text/html;9508;Financial Information - Grace Dart Extended Care Centre;27.05.2022  12:04:58;1;48;23;Apache;;00:00.475;utf-8;
http://www.gracedart.ca/index.php?page=food;200;ok;text/html;8880;Food - Grace Dart Extended Care Centre;27.05.2022  12:05:01;1;50;23;Apache;;00:00.297;utf-8;
http://www.gracedart.ca/index.php?page=hebergement;200;ok;text/html;12238;"Hébergement - Centre de soins prolong&eacute;s Grace Dart";27.05.2022  12:05:17;1;55;22;Apache;;00:00.154;utf-8;
http://www.gracedart.ca/index.php?page=historique;200;ok;text/html;10977;"Historique - Centre de soins prolong&eacute;s Grace Dart";27.05.2022  12:06:08;1;59;22;Apache;;00:00.429;utf-8;
http://www.gracedart.ca/index.php?page=history;200;ok;text/html;9828;History - Grace Dart Extended Care Centre;27.05.2022  12:04:58;1;52;23;Apache;;00:00.302;utf-8;
http://www.gracedart.ca/index.php?page=home;200;ok;text/html;8809;Grace Dart extended care centre;27.05.2022  12:04:58;1;42;44;Apache;;00:00.549;utf-8;
http://www.gracedart.ca/index.php?page=housing;200;ok;text/html;10539;Housing Service - Grace Dart Extended Care Centre;27.05.2022  12:05:55;1;48;23;Apache;;00:00.439;utf-8;
http://www.gracedart.ca/index.php?page=informations-financieres;200;ok;text/html;10816;"Informations financières - Centre de soins prolong&eacute;s Grace Dart";27.05.2022  12:12:46;1;55;22;Apache;;00:00.338;utf-8;
http://www.gracedart.ca/index.php?page=loisirs;200;ok;text/html;9893;"Services des loisirs - Centre de soins prolong&eacute;s Grace Dart";27.05.2022  12:05:44;1;55;22;Apache;;00:01.276;utf-8;
http://www.gracedart.ca/index.php?page=management;200;ok;text/html;8525;Management - Grace Dart Extended Care Centre;27.05.2022  12:08:09;1;50;23;Apache;;00:00.327;utf-8;
http://www.gracedart.ca/index.php?page=map;200;ok;text/html;8938;Site Map - Grace Dart Extented Care Centre;27.05.2022  12:05:07;2;67;21;Apache;;00:00.265;utf-8;
http://www.gracedart.ca/index.php?page=message;200;ok;text/html;9595;About us - Grace Dart Extended Care Centre;27.05.2022  12:05:01;1;48;44;Apache;;00:00.632;utf-8;
http://www.gracedart.ca/index.php?page=mission;200;ok;text/html;10692;"Mission - Centre de soins prolong&eacute;s Grace Dart";27.05.2022  12:05:01;1;56;22;Apache;;00:00.480;utf-8;
http://www.gracedart.ca/index.php?page=mission-2;200;ok;text/html;9601;Mission - Grace Dart Extended Care Centre;27.05.2022  12:05:59;1;49;23;Apache;;00:00.154;utf-8;
http://www.gracedart.ca/index.php?page=mot;200;ok;text/html;11090;"À propos de nous - Centre de soins prolong&eacute;s Grace Dart";27.05.2022  12:05:47;1;56;22;Apache;;00:00.307;utf-8;
http://www.gracedart.ca/index.php?page=occupational-therapy;200;ok;text/html;9289;Occupational Therapy - Grace Dart Extended Care Centre;27.05.2022  12:04:59;1;48;23;Apache;;00:00.175;utf-8;
http://www.gracedart.ca/index.php?page=physiotherapie;200;ok;text/html;13734;"Physiothérapie - Centre de soins prolong&eacute;s Grace Dart";27.05.2022  12:04:59;1;55;22;Apache;;00:00.517;utf-8;
http://www.gracedart.ca/index.php?page=physiotherapy;200;ok;text/html;11528;Physiotherapy - Grace Dart Extended Care Centre;27.05.2022  12:05:24;1;48;23;Apache;;00:00.146;utf-8;
http://www.gracedart.ca/index.php?page=plan;200;ok;text/html;10095;"Plan du site - Centre de soins prolong&eacute;s Grace Dart";27.05.2022  12:04:58;1;74;22;Apache;;00:00.655;utf-8;
http://www.gracedart.ca/index.php?page=plan-strategique;200;ok;text/html;9245;"Plan stratégique - Centre de soins prolong&eacute;s Grace Dart";27.05.2022  12:04:56;1;56;22;Apache;;00:00.409;utf-8;
http://www.gracedart.ca/index.php?page=rapport-annuel;200;ok;text/html;10159;"Rapport annuel - Centre de soins prolong&eacute;s Grace Dart";27.05.2022  12:04:56;1;60;22;Apache;;00:00.414;utf-8;
http://www.gracedart.ca/index.php?page=rapport-de-visite-d-evaluation-de-la-qualite-au-milieu-de-travail;200;ok;text/html;9742;"Rapport de visite d&#39;évaluation de la qualité au milieu de travail - Centre de soins prolong&eacute;s Grace Dart";27.05.2022  12:12:00;1;58;22;Apache;;00:00.380;utf-8;
http://www.gracedart.ca/index.php?page=rapport-de-visite-d-evaluation-de-la-qualite-au-milieu-de-travail-2;200;ok;text/html;8665;"Rapport de visite d&#39;évaluation de la qualité au milieu de travail - Grace Dart Extended Care Centre";27.05.2022  12:05:43;1;51;23;Apache;;00:00.624;utf-8;
http://www.gracedart.ca/index.php?page=recreation;200;ok;text/html;8665;Recreation - Grace Dart Extended Care Centre;27.05.2022  12:12:09;1;48;23;Apache;;00:00.405;utf-8;
http://www.gracedart.ca/index.php?page=recruitement;200;ok;text/html;7630;Recruitement  - Grace Dart Extended Care Centre;27.05.2022  12:07:00;1;43;44;Apache;;00:00.396;utf-8;
http://www.gracedart.ca/index.php?page=recrutement;200;ok;text/html;8756;"Recrutement - Centre de soins prolong&eacute;s Grace Dart";27.05.2022  12:05:50;1;50;22;Apache;;00:00.695;utf-8;
http://www.gracedart.ca/index.php?page=services-clientele;200;ok;text/html;10234;"Services à la clientèle - Centre de soins prolong&eacute;s Grace Dart";27.05.2022  12:04:56;1;54;22;Apache;;00:00.536;utf-8;
http://www.gracedart.ca/index.php?page=soins-spirituels;200;ok;text/html;10121;"Soins spirituels - Centre de soins prolong&eacute;s Grace Dart";27.05.2022  12:05:44;1;55;22;Apache;;00:01.097;utf-8;
http://www.gracedart.ca/index.php?page=spiritual-care;200;ok;text/html;8815;Spiritual Care - Grace Dart Extended Care Centre;27.05.2022  12:09:26;1;48;23;Apache;;00:00.354;utf-8;
http://www.gracedart.ca/index.php?page=strategic-plan;200;ok;text/html;8163;Strategic plan  - Grace Dart Extended Care Centre;27.05.2022  12:06:35;1;49;23;Apache;;00:00.407;utf-8;
http://www.gracedart.ca/index.php?page=volunteers;200;ok;text/html;7522;Volunteers - Grace Dart Extended Care Centre;27.05.2022  12:04:59;1;43;23;Apache;;00:00.257;utf-8;
https://accreditation.ca/ca-fr/;200;ok;text/html;90414;" <img loading=""lazy"" class=""fl-photo-img wp-image-3045 size-full"" src=""https://residence-berthiaume-du-tremblay.com/wp-content/uploads/2021/08/ACSealAwES_fr.png"" alt=""Logo Accréditation Agrément Canada"" itemprop=""image"" height=""1631"" width=""1602"" title=";17.05.2022  11:55:51;1;;50;nginx;;00:00.465;utf-8;
https://chheather.com/;200;ok;text/html;79714;CHSLD Heather, Passionnés par les aînés par Groupe Santé Arbec;;0;146;22;Apache;;00:01.871;utf-8;Centre d’hébergement et Centre d’hébergement et de soins de longue durée (CHSLD) par Groupe Santé Arbec, Rawdon, Lanaudière, Heather, CH Heather
https://chheather.com/?p=1093;200;ok;text/html;;;;2;1;1;Apache;;00:01.368;utf-8;
https://chheather.com/?p=149;200;ok;text/html;;;;2;1;1;Apache;;00:01.621;utf-8;
https://chheather.com/?p=17;200;ok;text/html;;;;2;1;1;Apache;;00:01.585;utf-8;
https://chheather.com/?p=19;200;ok;text/html;;;;2;1;1;Apache;;00:01.503;utf-8;
https://chheather.com/?p=21;200;ok;text/html;;;;2;1;1;Apache;;00:01.695;utf-8;
https://chheather.com/?p=23;200;ok;text/html;;;;2;1;1;Apache;;00:01.559;utf-8;
https://chheather.com/?p=25;200;ok;text/html;;;;3;1;1;Apache;;00:01.558;utf-8;
https://chheather.com/?p=27;200;ok;text/html;;;;2;1;1;Apache;;00:01.477;utf-8;
https://chheather.com/?p=29;200;ok;text/html;;;;2;1;1;Apache;;00:01.721;utf-8;
https://chheather.com/?p=293;200;ok;text/html;;;;2;1;1;Apache;;00:01.538;utf-8;
https://chheather.com/?p=309;200;ok;text/html;;;;2;1;1;Apache;;00:01.601;utf-8;
https://chheather.com/?p=31;200;ok;text/html;;;;2;1;1;Apache;;00:01.433;utf-8;
https://chheather.com/?p=407;200;ok;text/html;;;;2;1;1;Apache;;00:01.782;utf-8;
https://chheather.com/?p=47;200;ok;text/html;;;;2;1;1;Apache;;00:01.653;utf-8;
https://chheather.com/?p=51;200;ok;text/html;;;;2;1;1;Apache;;00:01.356;utf-8;
https://chheather.com/?p=520;200;ok;text/html;;;;2;1;1;Apache;;00:01.411;utf-8;
https://chheather.com/?p=53;200;ok;text/html;;;;2;1;1;Apache;;00:02.251;utf-8;
https://chheather.com/?p=55;200;ok;text/html;;;;2;1;1;Apache;;00:05.564;utf-8;
https://chheather.com/?p=61;200;ok;text/html;;;;2;1;1;Apache;;00:03.211;utf-8;
https://chheather.com/?p=64;200;ok;text/html;;;;3;1;1;Apache;;00:01.807;utf-8;
https://chheather.com/?p=66;200;ok;text/html;;;;2;1;1;Apache;;00:05.143;utf-8;
https://chheather.com/?p=68;200;ok;text/html;;;;2;1;1;Apache;;00:01.406;utf-8;
https://chheather.com/admission/;200;ok;text/html;71872;Admission au CHSLD Heather;;1;121;23;Apache;;00:02.380;utf-8;Admission, arrivée et séjour au CHSLD Heather.
https://chheather.com/amelioration-continue-de-la-qualite/;200;ok;text/html;84977;Amélioration continue de la qualité - CHSLD Heather;;1;124;23;Apache;;00:00.908;utf-8;qualité, amélioration continue, Agrément Canada, visite ministérielle, CHSLD Heather par Groupe Santé Arbec, passionnés par les aînés
https://chheather.com/benevolat/;200;ok;text/html;71485;CHSLD Heather - Bénévoles;;1;121;23;Apache;;00:00.886;utf-8;Joignez-vous à notre équipe de bénévoles et contribuez à améliorer significativement la qualité de vie et le bien-être de nos résidents.
https://chheather.com/chsld-heather/;200;ok;text/html;77731;CHSLD Heather, Passionnés par les aînés - À propos;;1;125;23;Apache;;00:09.967;utf-8;Centre d’hébergement et de soins de longue durée (CHSLD) pour personnes aînées en perte d’autonomie à Rawdon
https://chheather.com/chsld-heather/hebergement/;200;ok;text/html;68824;CHSLD Heather - hébergement;;1;119;23;Apache;;00:06.732;utf-8;Description de l’hébergement et des chambres au CHSLD Heather à Rawdon, Lanaudière
https://chheather.com/chsld-heather/le-jardin-detoiles/;200;ok;text/html;83944;Le Jardin D’Étoiles - CHSLD Heather;;1;128;23;Apache;;00:00.810;utf-8;
https://chheather.com/chsld-heather/le-modele-gsa/;200;ok;text/html;70019;CHSLD Heather -Le modèle Groupe Santé Arbec;;1;118;23;Apache;;00:01.044;utf-8;Établissements modernes nichés au cœur de leur communauté, en harmonie avec la nature et ouvert sur la lumière naturelle.
https://chheather.com/chsld-heather/notre-approche/;200;ok;text/html;67946;CHSLD Heather - Notre approche milieu de vie;;1;118;23;Apache;;00:01.000;utf-8;Approche personnalisée dans l’ensemble de nos actions et de nos décisions quotidiennes tout en étant à l’écoute des résidents, des familles et les proches.
https://chheather.com/chsld-heather/philosophie-d-intervention/;200;ok;text/html;68145;CHSLD Heather - Notre philosophie d’intervention;;1;118;23;Apache;;00:01.015;utf-8;Approche humaniste favorisant la participation du résident et de sa famille à la prise de décision.
https://chheather.com/chsld-heather/services/;200;ok;text/html;74060;CHSLD Heather - services;;1;120;24;Apache;;00:01.464;utf-8;Services offerts au CHSLD Heather
https://chheather.com/contact/;200;ok;text/html;81556;Contactez le CHSLD Heather;;1;135;23;Apache;;00:01.172;utf-8;Coordonnées administratives du CHSLD Heather
https://chheather.com/contact/envoyez-message-a-vos-proches/;200;ok;text/html;80157;CHSLD Heather – courriel à vos proches;;1;127;23;Apache;;00:02.110;utf-8;Envoyer un courriel à un résident du CHSLD Heather.
https://chheather.com/contact/equipe-de-gestion/;200;ok;text/html;101549;CHSLD Heather – Équipe de gestion;;1;162;23;Apache;;00:01.081;utf-8;Une équipe à l’écoute de vos besoins et disponible
https://chheather.com/publications/;200;ok;text/html;150633;CHSLD Heather – publications;;1;409;23;Apache;;00:08.861;utf-8;Publications pour les résidents et les familles du CHSLD Heather.
https://chheather.com/residents-et-familles/;200;ok;text/html;68450;CHSLD Heather – résidents et familles;;1;119;23;Apache;;00:01.083;utf-8;Informations pour les résidents et les familles du CHSLD Heather.
https://chheather.com/residents-et-familles/calendrier-des-loisirs/;200;ok;text/html;69370;CHSLD Heather – calendrier des loisirs;;1;120;23;Apache;;00:09.118;utf-8;Calendrier mensuel des activités et des loisirs au CHSLD Heather.
https://chheather.com/residents-et-familles/comite-de-residents/;200;ok;text/html;76873;CHSLD Heather – comité de résidents;;1;121;23;Apache;;00:01.038;utf-8;Comité de résidents du CHSLD Heather pour faire respecter les droits des résidents
https://chheather.com/residents-et-familles/loisirs-et-activites/;200;ok;text/html;74114;CHSLD Heather – loisirs et activités;;1;122;23;Apache;;00:01.159;utf-8;Loisirs et activités pour les résidents du CHSLD Heather avec une programmation basée sur les besoins et les intérêts des résidents.
https://chheather.com/residents-et-familles/services-alimentaires-nutrition-menus/;200;ok;text/html;77453;CHSLD Heather – alimentation;;1;123;23;Apache;;00:00.975;utf-8;Menu saisonnier, repas préparés à la main dans notre cuisine, repas, collations au CHSLD Heather
https://chheather.com/residents-et-familles/votre-opinion-compte/;200;ok;text/html;83105;Votre opinion compte - CHSLD Heather;;1;136;23;Apache;;00:02.467;utf-8;Satisfaction, insatisfaction, plainte, CHSLD, CH Heather, Rawdon, Groupe Santé Arbec, Votre opinion compte
https://chheather.com/residents-et-familles/votre-opinion-compte/exprimer-une-insatisfaction/;200;ok;text/html;87444;CHSLD des Moulins – insatisfaction;;2;135;2;Apache;;00:01.086;utf-8;Insatisfaction, inquiétude, mécontentement, frustration envers une personne ou une situation
https://chheather.com/residents-et-familles/votre-opinion-compte/exprimer-votre-satisfaction/;200;ok;text/html;79368;CHSLD Heather – Exprimer votre satisfaction;;2;129;2;Apache;;00:01.022;utf-8;Vous avez un témoignage à nous faire? Une expérience positive que vous avez vécue avec quelqu’un ou une équipe? Votre opinion compte!
https://chheather.com/services/;200;ok;text/html;;"<span class=""s1"">n</span>os services";;1;1;1;Apache;;00:10.108;utf-8;
https://chheather.com/wp-content/uploads/sites/6/2022/03/Buletin-to-families-Measure-in-force-as-of-2022-02-28.pdf%22;200;ok;text/html;;Bulletin to families - Measures in place as of February 28th, 2022;;2;1;1;Apache;;00:02.606;utf-8;
https://chsldmanoirstpatrice.com/;200;ok;text/html;33085;Manoir St-Patrice;;0;75;13;nginx;;00:01.643;utf-8;
https://chsldmanoirstpatrice.com/?p=1219;200;ok;text/html;;;;2;1;1;nginx;;00:00.939;utf-8;
https://chsldmanoirstpatrice.com/?p=1513;200;ok;text/html;;;;2;1;1;nginx;;00:00.983;utf-8;
https://chsldmanoirstpatrice.com/?p=1524;200;ok;text/html;;;;2;1;1;nginx;;00:00.884;utf-8;
https://chsldmanoirstpatrice.com/?p=1586;200;ok;text/html;;;;2;1;1;nginx;;00:01.199;utf-8;
https://chsldmanoirstpatrice.com/?p=1595;200;ok;text/html;;;;2;1;1;nginx;;00:00.897;utf-8;
https://chsldmanoirstpatrice.com/?p=2339;200;ok;text/html;;;;2;1;1;nginx;;00:01.133;utf-8;
https://chsldmanoirstpatrice.com/?p=40;200;ok;text/html;;;;2;1;1;nginx;;00:00.946;utf-8;
https://chsldmanoirstpatrice.com/?p=55;200;ok;text/html;;;;2;1;1;nginx;;00:01.338;utf-8;
https://chsldmanoirstpatrice.com/?p=62;200;ok;text/html;;;;2;1;1;nginx;;00:00.878;utf-8;
https://chsldmanoirstpatrice.com/actualites/;200;ok;text/html;23280;Actualités | Manoir St-Patrice;;1;58;13;nginx;;00:00.771;utf-8;
https://chsldmanoirstpatrice.com/actualites/reportage-en-capsule-video-de-laepc/;200;ok;text/html;26270;Reportage en capsule vidéo de l’AEPC | Manoir St-Patrice;;1;61;4;nginx;;00:01.699;utf-8;
https://chsldmanoirstpatrice.com/actualites-categorie/dans-les-medias/;200;ok;text/html;23132;Dans les médias | Manoir St-Patrice;;1;59;2;nginx;;00:01.177;utf-8;
https://chsldmanoirstpatrice.com/a-propos/;200;ok;text/html;37001;À propos | Manoir St-Patrice;;1;55;14;nginx;;00:01.109;utf-8;Notre mission est d’offrir un milieu de vie sécuritaire et de qualité aux adultes en perte d’autonomie nécessitant un hébergement en soins de longue durée.
https://chsldmanoirstpatrice.com/benevoles/;200;ok;text/html;25500;Bénévoles | Manoir St-Patrice;;1;60;14;nginx;;00:01.677;utf-8;
https://chsldmanoirstpatrice.com/distinctions/;200;ok;text/html;24272;Prix et distinctions | Manoir St-Patrice;;1;60;13;nginx;;00:01.576;utf-8;
https://chsldmanoirstpatrice.com/distinctions/culture-de-qualite-essence-de-notre-existence/;200;ok;text/html;27328;Le Manoir St-Patrice est membre de l’AEPC | Manoir St-Patrice;;1;63;4;nginx;;00:00.913;utf-8;
https://chsldmanoirstpatrice.com/distinctions/le-chsld-accueil-du-rivage-accredite-aupres-dagrement-canada/;200;ok;text/html;28146;Accrédité auprès d’Agrément Canada depuis 2002, et depuis 2019 avec Mention d’honneur | Manoir St-Patrice;;1;63;4;nginx;;00:00.872;utf-8;
https://chsldmanoirstpatrice.com/documents/;200;ok;text/html;29510;Documents | Manoir St-Patrice;;1;67;13;nginx;;00:00.735;utf-8;
https://chsldmanoirstpatrice.com/emploi/;200;ok;text/html;27643;Emploi | Manoir St-Patrice;;1;65;14;nginx;;00:01.470;utf-8;
https://chsldmanoirstpatrice.com/nous-joindre/;200;ok;text/html;27879;Nous joindre | Manoir St-Patrice;;1;58;14;nginx;;00:00.887;utf-8;
https://chsldmanoirstpatrice.com/plainte/;200;ok;text/html;25633;Plainte | Manoir St-Patrice;;1;60;14;nginx;;00:02.135;utf-8;
https://chsldmanoirstpatrice.com/services/;200;ok;text/html;35352;Services | Manoir St-Patrice;;1;57;14;nginx;;00:00.995;utf-8;Nous offrons des soins et services personnalisés et adaptés selon les besoins, les goûts, les habitudes et les valeurs des résidents.
https://dbjhockeytournament.com/;200;ok;text/html;;Hockey;;1;;313;Apache;;00:04.084;utf-8;
https://gmpg.org/xfn/11;200;ok;text/html;;;;1;;73;Apache;;00:00.508;utf-8;
https://residence-berthiaume-du-tremblay.com/;200;ok;text/html;110657;La Résidence Berthiaume-Du Tremblay;18.05.2022  14:32:56;0;187;49;Apache;;00:00.460;utf-8;Centre d’hébergement et de soins de longue durée (CHSLD) privé conventionné situé dans le quartier Ahuntsic à Montréal
https://residence-berthiaume-du-tremblay.com/?p=11;200;ok;text/html;;;;2;1;1;Apache;;00:28.395;utf-8;
https://residence-berthiaume-du-tremblay.com/?p=131;200;ok;text/html;;;;2;1;1;Apache;;00:28.514;utf-8;
https://residence-berthiaume-du-tremblay.com/?p=1320;200;ok;text/html;;;;2;1;1;Apache;;00:01.057;utf-8;
https://residence-berthiaume-du-tremblay.com/?p=133;200;ok;text/html;;;;2;1;1;Apache;;00:18.148;utf-8;
https://residence-berthiaume-du-tremblay.com/?p=1334;200;ok;text/html;;;;2;1;1;Apache;;00:19.899;utf-8;
https://residence-berthiaume-du-tremblay.com/?p=15;200;ok;text/html;;;;2;1;1;Apache;;00:22.240;utf-8;
https://residence-berthiaume-du-tremblay.com/?p=17;200;ok;text/html;;;;2;1;1;Apache;;00:26.051;utf-8;
https://residence-berthiaume-du-tremblay.com/?p=19;200;ok;text/html;;;;2;1;1;Apache;;00:00.912;utf-8;
https://residence-berthiaume-du-tremblay.com/?p=21;200;ok;text/html;;;;2;1;1;Apache;;00:00.712;utf-8;
https://residence-berthiaume-du-tremblay.com/?p=23;200;ok;text/html;;;;2;1;1;Apache;;00:27.470;utf-8;
https://residence-berthiaume-du-tremblay.com/?p=27;200;ok;text/html;;;;2;1;1;Apache;;00:22.368;utf-8;
https://residence-berthiaume-du-tremblay.com/?p=2887;200;ok;text/html;;;;3;1;1;Apache;;00:00.929;utf-8;
https://residence-berthiaume-du-tremblay.com/?p=29;200;ok;text/html;;;;2;1;1;Apache;;00:09.765;utf-8;
https://residence-berthiaume-du-tremblay.com/?p=31;200;ok;text/html;;;;2;1;1;Apache;;00:28.700;utf-8;
https://residence-berthiaume-du-tremblay.com/?p=320;200;ok;text/html;;;;2;1;1;Apache;;00:26.662;utf-8;
https://residence-berthiaume-du-tremblay.com/?p=33;200;ok;text/html;;;;2;1;1;Apache;;00:00.890;utf-8;
https://residence-berthiaume-du-tremblay.com/?p=3483;200;ok;text/html;;;;3;1;1;Apache;;00:00.733;utf-8;
https://residence-berthiaume-du-tremblay.com/?p=35;200;ok;text/html;;;;2;1;1;Apache;;00:00.654;utf-8;
https://residence-berthiaume-du-tremblay.com/?p=3511;200;ok;text/html;;;;3;1;1;Apache;;00:27.031;utf-8;
https://residence-berthiaume-du-tremblay.com/?p=37;200;ok;text/html;;;;2;1;1;Apache;;00:00.710;utf-8;
https://residence-berthiaume-du-tremblay.com/?p=3717;200;ok;text/html;;;;3;1;1;Apache;;00:00.647;utf-8;
https://residence-berthiaume-du-tremblay.com/?p=374;200;ok;text/html;;;;2;1;1;Apache;;00:20.279;utf-8;
https://residence-berthiaume-du-tremblay.com/?p=3745;200;ok;text/html;;;;2;1;1;Apache;;00:01.018;utf-8;
https://residence-berthiaume-du-tremblay.com/?p=3925;200;ok;text/html;;;;3;1;1;Apache;;00:01.088;utf-8;
https://residence-berthiaume-du-tremblay.com/?p=41;200;ok;text/html;;;;2;1;1;Apache;;00:01.363;utf-8;
https://residence-berthiaume-du-tremblay.com/?p=4167;200;ok;text/html;;;;2;1;1;Apache;;00:00.985;utf-8;
https://residence-berthiaume-du-tremblay.com/?p=4205;200;ok;text/html;;;;3;1;1;Apache;;00:00.858;utf-8;
https://residence-berthiaume-du-tremblay.com/?p=4234;200;ok;text/html;;;;3;1;1;Apache;;00:11.943;utf-8;
https://residence-berthiaume-du-tremblay.com/?p=4245;200;ok;text/html;;;;3;1;1;Apache;;00:10.564;utf-8;
https://residence-berthiaume-du-tremblay.com/?p=4249;200;ok;text/html;;;;3;1;1;Apache;;00:00.905;utf-8;
https://residence-berthiaume-du-tremblay.com/?p=4253;200;ok;text/html;;;;3;1;1;Apache;;00:01.163;utf-8;
https://residence-berthiaume-du-tremblay.com/?p=4260;200;ok;text/html;;;;3;1;1;Apache;;00:00.689;utf-8;
https://residence-berthiaume-du-tremblay.com/?p=43;200;ok;text/html;;;;2;1;1;Apache;;00:14.953;utf-8;
https://residence-berthiaume-du-tremblay.com/?p=4419;200;ok;text/html;;;;2;1;1;Apache;;00:21.669;utf-8;
https://residence-berthiaume-du-tremblay.com/?p=45;200;ok;text/html;;;;2;1;1;Apache;;00:00.714;utf-8;
https://residence-berthiaume-du-tremblay.com/?p=49;200;ok;text/html;;;;2;1;1;Apache;;00:00.678;utf-8;
https://residence-berthiaume-du-tremblay.com/?p=51;200;ok;text/html;;;;2;1;1;Apache;;00:00.702;utf-8;
https://residence-berthiaume-du-tremblay.com/?p=53;200;ok;text/html;;;;2;1;1;Apache;;00:00.920;utf-8;
https://residence-berthiaume-du-tremblay.com/?p=55;200;ok;text/html;;;;2;1;1;Apache;;00:00.907;utf-8;
https://residence-berthiaume-du-tremblay.com/?p=59;200;ok;text/html;;;;2;1;1;Apache;;00:07.429;utf-8;
https://residence-berthiaume-du-tremblay.com/?p=61;200;ok;text/html;;;;2;1;1;Apache;;00:23.479;utf-8;
https://residence-berthiaume-du-tremblay.com/?p=65;200;ok;text/html;;;;2;1;1;Apache;;00:00.690;utf-8;
https://residence-berthiaume-du-tremblay.com/?p=7;200;ok;text/html;;;;2;1;1;Apache;;00:00.979;utf-8;
https://residence-berthiaume-du-tremblay.com/?p=790;200;ok;text/html;;;;2;1;1;Apache;;00:01.559;utf-8;
https://residence-berthiaume-du-tremblay.com/?p=9;200;ok;text/html;;;;2;1;1;Apache;;00:01.046;utf-8;
https://residence-berthiaume-du-tremblay.com/?post_type=job_listing&p=3866;200;ok;text/html;84636;"Préposé.e au service alimentaire - La R&eacute;sidence Berthiaume-Du Tremblay";;3;173;1;Apache;;00:01.866;utf-8;Au service alimentaire tu feras LA différence auprès des résidents et nous ne manquerons pas une occasion de te le rappeler.
