Address;Status-Text;Type;Title;Charset;Description
https://cusm.ca/avertissement;ok;text/html;Avertissement | Centre universitaire de santé McGill;utf-8;Les renseignements qui figurent sur ce site Web sont une gracieuseté du Centre universitaire de santé McGill (CUSM) de Montréal (Québec), au Canada. Il s’agit de renseignements d’ordre général sur le Centre universitaire de santé McGill destinés à aider les usagers à repérer les ressources en matière de soins de santé au sein du CUSM.
https://cusm.ca/plaintes-fournisseur-amp;ok;text/html;Plaintes fournisseurs (AMP) | Centre universitaire de santé McGill;utf-8;Procédure relative au traitement des plaintes en matière de gestion contractuelle
https://cusm.ca/protection-confidentialite;ok;text/html;Protection de la confidentialité | Centre universitaire de santé McGill;utf-8;Renseignements personnelsLes renseignements personnels sont tous les renseignements qui permettent d’identifier une personne ou de contacter une personne en particulier. Ces renseignements peuvent inclure les opinions ou les croyances d’une personne, ainsi que des faits la concernant. Par contre, les renseignements professionnels de la personne ou certains renseignements publics tels que les noms, adresses et numéros de téléphone publiés dans des bottins téléphoniques ne sont pas considérés comme des renseignements personnels.
https://www.icm-mhi.org/fr/institut-de-cardiologie-de-montreal;timeout;;;utf-8;
https://www.icm-mhi.org/fr/node/3;timeout;;;utf-8;
https://www.icm-mhi.org/fr/coronavirus;ok;text/html;COVID-19 | Institut de Cardiologie de Montréal;utf-8;"L&#039;Institut de Cardiologie de Montréal est désigné comme centre de chirurgie cardiaque (et cardiologie tertiaire) pour permettre aux autres hôpitaux de se concentrer sur la COVID-19. Pour remplir notre rôle il faut absolument éviter que nos patients et notre personnel ne soit infecté."
https://www.icm-mhi.org/fr/patients-et-visiteurs;timeout;;Patient ou visiteur;utf-8;
https://www.icm-mhi.org/fr/professionnel-de-la-sante;timeout;;Professionnel de la santé;utf-8;
https://www.icm-mhi.org/fr/soins-et-services-medicaux;timeout;;Soins et services;utf-8;
https://www.icm-mhi.org/fr/prevention-maladies-cardiovasculaires;ok;text/html;Prévention des maladies cardiovasculaires | Institut de Cardiologie de Montréal;utf-8;L’Institut de Cardiologie de Montréal, le plus grand centre de prévention des maladies cardiovasculaires au Québec et au Canada
https://www.icm-mhi.org/fr/recherche;timeout;;Recherche;utf-8;
https://www.icm-mhi.org/fr/carrieres;ok;text/html;Carrières et stages | Institut de Cardiologie de Montréal;utf-8;"Pour postuler sur nos offres d&#039;emploi temporaires, faites-nous parvenir votre c.v. ici."
https://www.icm-mhi.org/fr/propos-nous;ok;text/html;À propos de nous | Institut de Cardiologie de Montréal;utf-8;L’Institut de Cardiologie de Montréal est voué aux soins, à la recherche, à l’enseignement, à la prévention, à la réadaptation, ainsi qu’à l’évaluation des nouvelles technologies en cardiologie.
https://www.icm-mhi.org/fr/nos-coordonnees;ok;text/html;Nos coordonnées | Institut de Cardiologie de Montréal;utf-8;"L&#039;Institut de Cardiologie de Montréal est situé dans le quartier Rosemont. L&#039;entrée principale est accessible par la rue Viau.  Veuillez prendre note que nous sommes présentement en période de construction et modernisation.Institut de cardiologie de Montréal5000, rue Bélanger*Montréal (Québec) H1T 1C8"
https://www.icm-mhi.org/fr/blogue;timeout;;Blogue;utf-8;
https://www.icm-mhi.org/fr;timeout;;ICM;utf-8;
https://www.icm-mhi.org/fr/fondation;timeout;;Fondation;utf-8;
https://www.icm-mhi.org/en;ok;text/html;Montreal Heart Institute | Montreal Heart Institute;utf-8;Affiliated with Université de Montréal, the Montreal Heart Institute is an ultraspecialized hospital centre in cardiology
https://www.icm-mhi.org/fr/soins-et-services/maladies-cardiovasculaires;ok;text/html;Maladies cardiovasculaires | Institut de Cardiologie de Montréal;utf-8;Liste des maladies cardiovasculaires traitées à l’Institut de Cardiologie de Montréal.
